id,category,role,cad_layer,aci,section,segment,scheme,start_x,start_y,start_z,end_x,end_y,end_z,length
column_0025,column,柱子,ZJ8_COLUMN,8,HM-240x240,Z4,alternating-x,36000.0,-2875.0,0.0,36000.0,-2875.0,4093.281147,4093.281147
column_0026,column,柱子,ZJ8_COLUMN,8,HM-240x240,Z4,alternating-x,36000.0,-2875.0,4093.281147,36000.0,-2875.0,8186.562294,4093.281147
column_0027,column,柱子,ZJ8_COLUMN,8,HM-240x240,Z4,alternating-x,36000.0,-2875.0,8186.562294,36000.0,-2875.0,12279.843441,4093.281147
column_0028,column,柱子,ZJ8_COLUMN,8,HM-240x240,Z4,alternating-x,36000.0,-2875.0,12279.843441,36000.0,-2875.0,16373.124588,4093.281147
column_0029,column,柱子,ZJ8_COLUMN,8,HM-240x240,Z4,alternating-x,36000.0,-2875.0,16373.124588,36000.0,-2875.0,20466.405735,4093.281147
column_0030,column,柱子,ZJ8_COLUMN,8,HM-240x240,Z4,alternating-x,36000.0,2875.0,0.0,36000.0,2875.0,4093.281147,4093.281147
column_0031,column,柱子,ZJ8_COLUMN,8,HM-240x240,Z4,alternating-x,36000.0,2875.0,4093.281147,36000.0,2875.0,8186.562294,4093.281147
column_0032,column,柱子,ZJ8_COLUMN,8,HM-240x240,Z4,alternating-x,36000.0,2875.0,8186.562294,36000.0,2875.0,12279.843441,4093.281147
column_0033,column,柱子,ZJ8_COLUMN,8,HM-240x240,Z4,alternating-x,36000.0,2875.0,12279.843441,36000.0,2875.0,16373.124588,4093.281147
column_0034,column,柱子,ZJ8_COLUMN,8,HM-240x240,Z4,alternating-x,36000.0,2875.0,16373.124588,36000.0,2875.0,20466.405735,4093.281147
deck_cross_beam_0004,deck_cross_beam,横向梁,ZJ8_DECK_CROSS,4,HN-180x180,P2_30000_60000:Z4,double-side-cantilever,36000.0,-2200.0,20466.405735,36000.0,2700.0,20466.405735,4900.0
transverse_column_brace_0007,transverse_column_brace,横向柱间支撑,ZJ8_TRANSVERSE_BRACE,1,L90x90,P2_30000_60000:Z4,alternating-x,36000.0,-2875.0,0.0,36000.0,2875.0,20466.405735,21258.792621
transverse_column_brace_0008,transverse_column_brace,横向柱间支撑,ZJ8_TRANSVERSE_BRACE,1,L90x90,P2_30000_60000:Z4,alternating-x,36000.0,2875.0,0.0,36000.0,-2875.0,20466.405735,21258.792621
column_0035,column,柱子,ZJ8_COLUMN,8,HM-240x240,Z5,alternating-x,39000.0,-2875.0,0.0,39000.0,-2875.0,4151.054576,4151.054576
column_0036,column,柱子,ZJ8_COLUMN,8,HM-240x240,Z5,alternating-x,39000.0,-2875.0,4151.054576,39000.0,-2875.0,8302.109152,4151.054576
column_0037,column,柱子,ZJ8_COLUMN,8,HM-240x240,Z5,alternating-x,39000.0,-2875.0,8302.109152,39000.0,-2875.0,12453.163728,4151.054576
column_0038,column,柱子,ZJ8_COLUMN,8,HM-240x240,Z5,alternating-x,39000.0,-2875.0,12453.163728,39000.0,-2875.0,16604.218304,4151.054576
column_0039,column,柱子,ZJ8_COLUMN,8,HM-240x240,Z5,alternating-x,39000.0,-2875.0,16604.218304,39000.0,-2875.0,20755.27288,4151.054576
column_0040,column,柱子,ZJ8_COLUMN,8,HM-240x240,Z5,alternating-x,39000.0,2875.0,0.0,39000.0,2875.0,4151.054576,4151.054576
column_0041,column,柱子,ZJ8_COLUMN,8,HM-240x240,Z5,alternating-x,39000.0,2875.0,4151.054576,39000.0,2875.0,8302.109152,4151.054576
column_0042,column,柱子,ZJ8_COLUMN,8,HM-240x240,Z5,alternating-x,39000.0,2875.0,8302.109152,39000.0,2875.0,12453.163728,4151.054576
column_0043,column,柱子,ZJ8_COLUMN,8,HM-240x240,Z5,alternating-x,39000.0,2875.0,12453.163728,39000.0,2875.0,16604.218304,4151.054576
column_0044,column,柱子,ZJ8_COLUMN,8,HM-240x240,Z5,alternating-x,39000.0,2875.0,16604.218304,39000.0,2875.0,20755.27288,4151.054576
deck_cross_beam_0005,deck_cross_beam,横向梁,ZJ8_DECK_CROSS,4,HN-180x180,P2_30000_60000:Z5,double-side-cantilever,39000.0,-2200.0,20755.27288,39000.0,2700.0,20755.27288,4900.0
transverse_column_brace_0009,transverse_column_brace,横向柱间支撑,ZJ8_TRANSVERSE_BRACE,1,L90x90,P2_30000_60000:Z5,alternating-x,39000.0,-2875.0,0.0,39000.0,2875.0,20755.27288,21537.034436
transverse_column_brace_0010,transverse_column_brace,横向柱间支撑,ZJ8_TRANSVERSE_BRACE,1,L90x90,P2_30000_60000:Z5,alternating-x,39000.0,2875.0,0.0,39000.0,-2875.0,20755.27288,21537.034436
column_0045,column,柱子,ZJ8_COLUMN,8,HM-240x240,Z6,alternating-x,59520.0,-2875.0,0.0,59520.0,-2875.0,4546.22483,4546.22483
column_0046,column,柱子,ZJ8_COLUMN,8,HM-240x240,Z6,alternating-x,59520.0,-2875.0,4546.22483,59520.0,-2875.0,9092.449659,4546.22483
column_0047,column,柱子,ZJ8_COLUMN,8,HM-240x240,Z6,alternating-x,59520.0,-2875.0,9092.449659,59520.0,-2875.0,13638.674489,4546.22483
column_0048,column,柱子,ZJ8_COLUMN,8,HM-240x240,Z6,alternating-x,59520.0,-2875.0,13638.674489,59520.0,-2875.0,18184.899319,4546.22483
column_0049,column,柱子,ZJ8_COLUMN,8,HM-240x240,Z6,alternating-x,59520.0,-2875.0,18184.899319,59520.0,-2875.0,22731.124149,4546.22483
column_0050,column,柱子,ZJ8_COLUMN,8,HM-240x240,Z6,alternating-x,59520.0,2875.0,0.0,59520.0,2875.0,4546.22483,4546.22483
column_0051,column,柱子,ZJ8_COLUMN,8,HM-240x240,Z6,alternating-x,59520.0,2875.0,4546.22483,59520.0,2875.0,9092.449659,4546.22483
column_0052,column,柱子,ZJ8_COLUMN,8,HM-240x240,Z6,alternating-x,59520.0,2875.0,9092.449659,59520.0,2875.0,13638.674489,4546.22483
column_0053,column,柱子,ZJ8_COLUMN,8,HM-240x240,Z6,alternating-x,59520.0,2875.0,13638.674489,59520.0,2875.0,18184.899319,4546.22483
column_0054,column,柱子,ZJ8_COLUMN,8,HM-240x240,Z6,alternating-x,59520.0,2875.0,18184.899319,59520.0,2875.0,22731.124149,4546.22483
deck_cross_beam_0006,deck_cross_beam,横向梁,ZJ8_DECK_CROSS,4,HN-180x180,P2_30000_60000:Z6,double-side-cantilever,59520.0,-2200.0,22731.124149,59520.0,2700.0,22731.124149,4900.0
transverse_column_brace_0011,transverse_column_brace,横向柱间支撑,ZJ8_TRANSVERSE_BRACE,1,L90x90,P2_30000_60000:Z6,alternating-x,59520.0,-2875.0,0.0,59520.0,2875.0,22731.124149,23447.100142
transverse_column_brace_0012,transverse_column_brace,横向柱间支撑,ZJ8_TRANSVERSE_BRACE,1,L90x90,P2_30000_60000:Z6,alternating-x,59520.0,2875.0,0.0,59520.0,-2875.0,22731.124149,23447.100142
deck_main_beam_0019,deck_main_beam,平台主梁,ZJ8_DECK_MAIN,4,HM-220x220,P1_0_30000:S3_24000_36000,double-side-cantilever,30000.0,-2875.0,19888.671446,33000.0,-2875.0,20177.538591,3013.875284
deck_main_beam_0020,deck_main_beam,平台主梁,ZJ8_DECK_MAIN,4,HM-220x220,P1_0_30000:S3_24000_36000,double-side-cantilever,33000.0,-2875.0,20177.538591,36000.0,-2875.0,20466.405735,3013.875284
deck_main_beam_0023,deck_main_beam,平台主梁,ZJ8_DECK_MAIN,4,HM-220x220,P1_0_30000:S3_24000_36000,double-side-cantilever,30000.0,2875.0,19888.671446,33000.0,2875.0,20177.538591,3013.875284
deck_main_beam_0024,deck_main_beam,平台主梁,ZJ8_DECK_MAIN,4,HM-220x220,P1_0_30000:S3_24000_36000,double-side-cantilever,33000.0,2875.0,20177.538591,36000.0,2875.0,20466.405735,3013.875284
deck_cross_beam_0020,deck_cross_beam,横向梁,ZJ8_DECK_CROSS,4,HN-180x180,P1_0_30000:S3_24000_36000,double-side-cantilever,33000.0,-2200.0,20177.538591,33000.0,2700.0,20177.538591,4900.0
deck_secondary_beam_0019,deck_secondary_beam,平台次梁,ZJ8_DECK_SECONDARY,3,HN-120x120,P1_0_30000:S3_24000_36000,double-side-cantilever,30000.0,-1075.0,19888.671446,33000.0,-1075.0,20177.538591,3013.875284
deck_secondary_beam_0020,deck_secondary_beam,平台次梁,ZJ8_DECK_SECONDARY,3,HN-120x120,P1_0_30000:S3_24000_36000,double-side-cantilever,33000.0,-1075.0,20177.538591,36000.0,-1075.0,20466.405735,3013.875284
deck_secondary_beam_0023,deck_secondary_beam,平台次梁,ZJ8_DECK_SECONDARY,3,HN-120x120,P1_0_30000:S3_24000_36000,double-side-cantilever,30000.0,1075.0,19888.671446,33000.0,1075.0,20177.538591,3013.875284
deck_secondary_beam_0024,deck_secondary_beam,平台次梁,ZJ8_DECK_SECONDARY,3,HN-120x120,P1_0_30000:S3_24000_36000,double-side-cantilever,33000.0,1075.0,20177.538591,36000.0,1075.0,20466.405735,3013.875284
cantilever_edge_beam_0021,cantilever_edge_beam,外挑边梁,ZJ8_CANTILEVER_EDGE,3,HN-120x120,P1_0_30000:S3_24000_36000,double-side-cantilever,30000.0,-2200.0,19888.671446,33000.0,-2200.0,20177.538591,3013.875284
